ligand,receptor,,,,,,,,,,,,,,,,,
THBS1,SDC1,,,,,,,,,,,,,,,,,
THBS1,SDC4,,,,,,,,,,,,,,,,,
THBS1,TNFRSF11B,,,,,,,,,,,,,,,,,
THBS2,CD36,,,,,,,,,,,,,,,,,
THBS2,CD47,,,,,,,,,,,,,,,,,
THBS2,ITGA4,,,,,,,,,,,,,,,,,
THBS2,ITGA6,,,,,,,,,,,,,,,,,
THBS2,ITGB1,,,,,,,,,,,,,,,,,
THBS2,ITGB3,,,,,,,,,,,,,,,,,
THBS2,NOTCH3,,,,,,,,,,,,,,,,,
THBS2,NOTCH4,,,,,,,,,,,,,,,,,
THPO,MPL,10495959,98,,,,,,,,,,,,,,,
THPO,SIRPB1,,,,,,,,,,,,,,,,,
TIMP1,CD63,,,,,,,,,,,,,,,,,
TIMP2,ITGA3,,,,,,,,,,,,,,,,,
TIMP2,ITGB1,,,,,,,,,,,,,,,,,
TIMP3,AGTR2,,,,,,,,,,,,,,,,,
TIMP3,KDR,,,,,,,,,,,,,,,,,
TLN1,ITGB3,,,,,,,,,,,,,,,,,
TLN1,ITGB5,,,,,,,,,,,,,,,,,
TNC,CNTN1,,,,,,,,,,,,,,,,,
TNC,EGFR,,,,,,,,,,,,,,,,,
TNC,ITGA2,,,,,,,,,,,,,,,,,
TNC,ITGA5,,,,,,,,,,,,,,,,,
TNC,ITGA7,,,,,,,,,,,,,,,,,
TNC,ITGA8,,,,,,,,,,,,,,,,,
TNC,ITGA9,,,,,,,,,,,,,,,,,
TNC,ITGAV,,,,,,,,,,,,,,,,,
TNC,ITGB1,,,,,,,,,,,,,,,,,
TNC,ITGB3,,,,,,,,,,,,,,,,,
TNC,ITGB6,,,,,,,,,,,,,,,,,
TNC,NT5E,,,,,,,,,,,,,,,,,
TNC,PTPRB,,,,,,,,,,,,,,,,,
TNC,PTPRZ1,,,,,,,,,,,,,,,,,
TNC,SDC1,,,,,,,,,,,,,,,,,
TNC,SDC4,,,,,,,,,,,,,,,,,
TNFSF10,TNFRSF10A,HPRD,15766588,10549288,9082980,9325248,,,,,,,,,,,,
TNFSF10,TNFRSF10B,HPRD,15766588,9311998,10549288,9325248,,,,,,,,,,,,
TNFSF10,TNFRSF10C,9325248,9613612,9314565,9325248,,,,,,,,,,,,,
TNFSF10,TNFRSF10D,9242610,943,,,,,,,,,,,,,,,
TNFSF10,TNFRSF11B,122,,,,,,,,,,,,,,,,
TNFSF11,TNFRSF11A,HPRD,11581298,94,,,,,,,,,,,,,,
TNFSF11,TNFRSF11B,9568710,11733492,12221720,9520411,,,,,,,,,,,,,
TNFSF12,TNFRSF12A,HPMR,12787562,11728344,12529173,,,,,,,,,,,,,
TNFSF12,TNFRSF25,,,,,,,,,,,,,,,,,
TNFSF12,TNFRSF8,,,,,,,,,,,,,,,,,
TNFSF13B,TNFRSF13B,HPRD,10956646,11,,,,,,,,,,,,,,
TNFSF13B,TNFRSF13C,HPRD,15851487,12721620,11509692,,,,,,,,,,,,,
TNFSF13B,TNFRSF17,HPMR,10973284,10908663,10801128,10973284,,,,,,,,,,,,
TNFSF13,FAS,,,,,,,,,,,,,,,,,
TNFSF13,SDC2,,,,,,,,,,,,,,,,,
TNFSF13,TNFRSF11B,,,,,,,,,,,,,,,,,
TNFSF13,TNFRSF13B,10956646,,,,,,,,,,,,,,,,
TNFSF13,TNFRSF14,,,,,,,,,,,,,,,,,
TNFSF13,TNFRSF17,HPMR,14764606,11,,,,,,,,,,,,,,
TNFSF13,TNFRSF1A,,,,,,,,,,,,,,,,,
TNFSF14,LTBR,HPRD,10799510,10318773,10799510,9462508,,,,,,,,,,,,
TNFSF14,TNFRSF14,10894944,11390428,9462508,,,,,,,,,,,,,,
TNFSF14,TNFRSF6B,,,,,,,,,,,,,,,,,
TNFSF15,TNFRSF25,HPRD,11911831,,,,,,,,,,,,,,,
TNFSF15,TNFRSF6B,,,,,,,,,,,,,,,,,
TNFSF18,TNFRSF18,HPRD,10037686,1,,,,,,,,,,,,,,
TNFSF4,TNFRSF4,HPRD,12134113,,,,,,,,,,,,,,,
TNFSF4,TRAF2,,,,,,,,,,,,,,,,,
TNFSF8,TNFRSF8,HPRD,8391931,118,,,,,,,,,,,,,,
TNFSF9,TNFRSF9,HPRD,8088337,13130507,9045669,8088337,,,,,,,,,,,,
TNFSF9,TRAF2,,,,,,,,,,,,,,,,,
TNF,RIPK1,,,,,,,,,,,,,,,,,
TNF,SLC5A11,,,,,,,,,,,,,,,,,
TNF,TNFRSF1A,HPRD,7852363,10634209,14743216,19084540,,,,,,,,,,,,
TNF,TNFRSF1B,uniprot,2158863,7664431,2158863,19084540,,,,,,,,,,,,
TNF,TNFRSF21,,,,,,,,,,,,,,,,,
TNF,TRADD,,,,,,,,,,,,,,,,,
TNF,TRAF2,,,,,,,,,,,,,,,,,
TPH1,HTR1A,,,,,,,,,,,,,,,,,
TPH1,HTR1B,,,,,,,,,,,,,,,,,
TPH1,HTR1D,,,,,,,,,,,,,,,,,
TPH1,HTR1E,,,,,,,,,,,,,,,,,
TPH1,HTR1F,,,,,,,,,,,,,,,,,
TPH1,HTR2A,,,,,,,,,,,,,,,,,
TPH1,HTR2B,,,,,,,,,,,,,,,,,
TPH1,HTR2C,,,,,,,,,,,,,,,,,
TPH1,HTR4,,,,,,,,,,,,,,,,,
TPH1,HTR5A,,,,,,,,,,,,,,,,,
TPH1,HTR6,,,,,,,,,,,,,,,,,
TPH1,HTR7,,,,,,,,,,,,,,,,,
TRH,TRHR,15117874,9794253,,,,,,,,,,,,,,,
TSHB,ADCYAP1R1,,,,,,,,,,,,,,,,,
TSHB,ADRB2,,,,,,,,,,,,,,,,,
TSHB,ADRB3,,,,,,,,,,,,,,,,,
TSHB,GPR20,,,,,,,,,,,,,,,,,
TSHB,GPR84,,,,,,,,,,,,,,,,,
TSHB,PTH1R,,,,,,,,,,,,,,,,,
TSHB,RAMP2,,,,,,,,,,,,,,,,,
TSHB,RAMP3,,,,,,,,,,,,,,,,,
TSHB,TSHR,reactome,15571461,26,,,,,,,,,,,,,,
TSHB,VIPR1,,,,,,,,,,,,,,,,,
TSLP,IL7R,,,,,,,,,,,,,,,,,
UBA52,ACVR1,,,,,,,,,,,,,,,,,
UBA52,ADRB2,,,,,,,,,,,,,,,,,
UBA52,AGTR1,,,,,,,,,,,,,,,,,
UBA52,BMPR1B,,,,,,,,,,,,,,,,,
UBA52,EGFR,,,,,,,,,,,,,,,,,
UBA52,ERBB2,,,,,,,,,,,,,,,,,
UBA52,FGFR2,,,,,,,,,,,,,,,,,
UBA52,FSHR,,,,,,,,,,,,,,,,,
UBA52,LDLR,,,,,,,,,,,,,,,,,
UBA52,LRP2,,,,,,,,,,,,,,,,,
UBA52,NOTCH1,,,,,,,,,,,,,,,,,
UBA52,RIPK1,,,,,,,,,,,,,,,,,
UBA52,SMAD3,,,,,,,,,,,,,,,,,
UBA52,TGFBR1,,,,,,,,,,,,,,,,,
UBA52,TGFBR2,,,,,,,,,,,,,,,,,
UBA52,TLR4,,,,,,,,,,,,,,,,,
UBB,ADRB2,,,,,,,,,,,,,,,,,
UBB,ERBB2,,,,,,,,,,,,,,,,,
UBB,FGFR2,,,,,,,,,,,,,,,,,
UBB,LDLR,,,,,,,,,,,,,,,,,
UBB,LRP2,,,,,,,,,,,,,,,,,
UBB,RIPK1,,,,,,,,,,,,,,,,,
UBB,SMAD3,,,,,,,,,,,,,,,,,
UBB,TGFBR1,,,,,,,,,,,,,,,,,
UBB,TGFBR2,,,,,,,,,,,,,,,,,
UBB,TLR4,,,,,,,,,,,,,,,,,
UBC,ADRB2,,,,,,,,,,,,,,,,,
UBC,ERBB2,,,,,,,,,,,,,,,,,
UBC,FGFR2,,,,,,,,,,,,,,,,,
UBC,LDLR,,,,,,,,,,,,,,,,,
UBC,LRP2,,,,,,,,,,,,,,,,,
UBC,RIPK1,,,,,,,,,,,,,,,,,
UBC,SMAD3,,,,,,,,,,,,,,,,,
UBC,TGFBR1,,,,,,,,,,,,,,,,,
UBC,TGFBR2,,,,,,,,,,,,,,,,,
UBC,TLR4,,,,,,,,,,,,,,,,,
UCN2,CRHR1,,,,,,,,,,,,,,,,,
UCN2,CRHR2,11329063,15450949,11416224,11226328,,,,,,,,,,,,,
UCN2,IL10RB,,,,,,,,,,,,,,,,,
UCN3,CRHR1,,,,,,,,,,,,,,,,,
UCN3,CRHR2,11329063,15450949,11416224,,,,,,,,,,,,,,
UCN3,IL10RB,,,,,,,,,,,,,,,,,
UCN,CRHR1,11416224,15450949,11123370,8612563,8612563,9423932,,,,,,,,,,,
UCN,CRHR2,10816663,15450949,11123370,8612563,9423932,11416224,,,,,,,,,,,
ULBP2,KLRK1,,,,,,,,,,,,,,,,,
UTS2B,UTS2R,11,,,,,,,,,,,,,,,,
UTS2,UTS2R,10499587,15109617,11976263,12238917,15852036,10581185,,,,,,,,,,,
VASP,CXCR2,,,,,,,,,,,,,,,,,
VCAM1,ITGA4,,,,,,,,,,,,,,,,,
VCAM1,ITGA9,,,,,,,,,,,,,,,,,
VCAM1,ITGAD,,,,,,,,,,,,,,,,,
VCAM1,ITGB1,11751331,12097820,19057841,,,,,,,,,,,,,,
VCAM1,ITGB2,,,,,,,,,,,,,,,,,
VCAM1,ITGB7,,,,,,,,,,,,,,,,,
VCAN,CD44,,,,,,,,,,,,,,,,,
VCAN,EGFR,,,,,,,,,,,,,,,,,
VCAN,ITGA4,,,,,,,,,,,,,,,,,
VCAN,ITGB1,,,,,,,,,,,,,,,,,
VCAN,SELL,,,,,,,,,,,,,,,,,
VCAN,SELP,,,,,,,,,,,,,,,,,
VCAN,TLR1,,,,,,,,,,,,,,,,,
VCAN,TLR2,,,,,,,,,,,,,,,,,
VCL,ITGB5,,,,,,,,,,,,,,,,,
VEGFA,EGFR,,,,,,,,,,,,,,,,,
VEGFA,EPHB2,,,,,,,,,,,,,,,,,
VEGFA,FLT1,IUPHAR,8621427,15637071,17051153,9393862,,,,,,,,,,,,
VEGFA,GPC1,,,,,,,,,,,,,,,,,
VEGFA,ITGA9,,,,,,,,,,,,,,,,,
VEGFA,ITGAV,,,,,,,,,,,,,,,,,
VEGFA,ITGB1,,,,,,,,,,,,,,,,,
VEGFA,ITGB3,,,,,,,,,,,,,,,,,
VEGFA,KDR,HPMR,8621427,15637071,17318185,,,,,,,,,,,,,
VEGFA,NRP1,15637071,10409677,9529250,17222790,16763549,,,,,,,,,,,,
VEGFA,NRP2,,,,,,,,,,,,,,,,,
VEGFA,RET,,,,,,,,,,,,,,,,,
VEGFA,SIRPA,,,,,,,,,,,,,,,,,
VEGFA,TYRO3,,,,,,,,,,,,,,,,,
VEGFB,FLT1,97517301,98,,,,,,,,,,,,,,,
VEGFB,NRP1,409677,1041,,,,,,,,,,,,,,,
VEGFB,RET,,,,,,,,,,,,,,,,,
VEGFB,TYRO3,,,,,,,,,,,,,,,,,
VEGFC,FLT1,,,,,,,,,,,,,,,,,
VEGFC,FLT4,HPRD,12881528,8700872,16530705,,,,,,,,,,,,,
VEGFC,ITGA9,,,,,,,,,,,,,,,,,
VEGFC,ITGB1,,,,,,,,,,,,,,,,,
VEGFC,KDR,fantom5,8612600,11332691,11332691,,,,,,,,,,,,,
VEGFC,LYVE1,,,,,,,,,,,,,,,,,
VEGFC,NRP2,,,,,,,,,,,,,,,,,
VEGFC,VIPR2,,,,,,,,,,,,,,,,,
VEGFD,FLT1,,,,,,,,,,,,,,,,,
VEGFD,FLT4,HPRD,,,,,,,,,,,,,,,,
VEGFD,ITGA1,,,,,,,,,,,,,,,,,
VEGFD,ITGA2,,,,,,,,,,,,,,,,,
VEGFD,ITGA4,,,,,,,,,,,,,,,,,
VEGFD,ITGA5,,,,,,,,,,,,,,,,,
VEGFD,ITGA9,,,,,,,,,,,,,,,,,
VEGFD,ITGB1,,,,,,,,,,,,,,,,,
VEGFD,KDR,,,,,,,,,,,,,,,,,
VEGFD,NRP2,,,,,,,,,,,,,,,,,
VIM,CD44,,,,,,,,,,,,,,,,,
VIP,ADCYAP1R1,16930633,11931347,,,,,,,,,,,,,,,
VIP,ADRB2,,,,,,,,,,,,,,,,,
VIP,ADRB3,,,,,,,,,,,,,,,,,
VIP,GPR20,,,,,,,,,,,,,,,,,
VIP,GPR84,,,,,,,,,,,,,,,,,
VIP,NPR3,,,,,,,,,,,,,,,,,
VIP,PTH1R,,,,,,,,,,,,,,,,,
VIP,RAMP2,,,,,,,,,,,,,,,,,
VIP,RAMP3,,,,,,,,,,,,,,,,,
VIP,SCTR,,,,,,,,,,,,,,,,,
VIP,TSHR,,,,,,,,,,,,,,,,,
VIP,VIPR1,reactome,11027527,8791009,8074647,16930633,9928018,9437714,10801840,10570056,8390245,11931347,9726637,9152366,9454823,15247290,807467,11027527
VIP,VIPR2,12220741,16930633,10801840,9454823,9928018,10570056,11931347,9437714,9152366,9726637,8146174,,,,,,
VTN,CD47,,,,,,,,,,,,,,,,,
VTN,ITGA2B,,,,,,,,,,,,,,,,,
VTN,ITGA3,,,,,,,,,,,,,,,,,
VTN,ITGA5,,,,,,,,,,,,,,,,,
VTN,ITGA8,,,,,,,,,,,,,,,,,
VTN,ITGAV,,,,,,,,,,,,,,,,,
VTN,ITGB1,,,,,,,,,,,,,,,,,
VTN,ITGB3,11331280,16,,,,,,,,,,,,,,,
VTN,ITGB5,,,,,,,,,,,,,,,,,
VTN,ITGB6,,,,,,,,,,,,,,,,,
VTN,ITGB8,,,,,,,,,,,,,,,,,
VTN,KDR,,,,,,,,,,,,,,,,,
VTN,PLAUR,,,,,,,,,,,,,,,,,
VTN,PVR,,,,,,,,,,,,,,,,,
VTN,TNFRSF11B,,,,,,,,,,,,,,,,,
VWF,GP1BA,6336654,,,,,,,,,,,,,,,,
VWF,ITGA2B,,,,,,,,,,,,,,,,,
VWF,ITGB3,,,,,,,,,,,,,,,,,
VWF,SELP,,,,,,,,,,,,,,,,,
VWF,SIRPA,,,,,,,,,,,,,,,,,
VWF,TNFRSF11B,,,,,,,,,,,,,,,,,
WNT11,FZD7,,,,,,,,,,,,,,,,,
WNT16,FZD6,,,,,,,,,,,,,,,,,
WNT1,FZD1,,,,,,,,,,,,,,,,,
WNT1,FZD3,,,,,,,,,,,,,,,,,
WNT1,FZD5,,,,,,,,,,,,,,,,,
WNT1,FZD7,,,,,,,,,,,,,,,,,
WNT1,FZD8,,,,,,,,,,,,,,,,,
WNT1,FZD9,,,,,,,,,,,,,,,,,
WNT1,LRP5,,,,,,,,,,,,,,,,,
WNT1,LRP6,,,,,,,,,,,,,,,,,
WNT1,RYK,15454084,,,,,,,,,,,,,,,,
WNT2,FZD1,,,,,,,,,,,,,,,,,
WNT2,FZD5,,,,,,,,,,,,,,,,,
WNT2,FZD7,,,,,,,,,,,,,,,,,
WNT2,FZD8,,,,,,,,,,,,,,,,,
WNT2,FZD9,,,,,,,,,,,,,,,,,
WNT2,LRP6,,,,,,,,,,,,,,,,,
WNT3A,APCDD1,,,,,,,,,,,,,,,,,
WNT3A,ATP6AP2,,,,,,,,,,,,,,,,,
WNT3A,FZD1,,,,,,,,,,,,,,,,,
WNT3A,FZD2,,,,,,,,,,,,,,,,,
WNT3A,FZD5,,,,,,,,,,,,,,,,,
WNT3A,FZD6,,,,,,,,,,,,,,,,,
WNT3A,FZD7,,,,,,,,,,,,,,,,,
WNT3A,FZD8,,,,,,,,,,,,,,,,,
WNT3A,LRP1,,,,,,,,,,,,,,,,,
WNT3A,LRP5,,,,,,,,,,,,,,,,,
WNT3A,LRP6,,,,,,,,,,,,,,,,,
WNT3A,RYK,,,,,,,,,,,,,,,,,
WNT3,FZD1,,,,,,,,,,,,,,,,,
WNT3,FZD5,,,,,,,,,,,,,,,,,
WNT3,FZD7,,,,,,,,,,,,,,,,,
WNT3,FZD8,,,,,,,,,,,,,,,,,
WNT3,LRP6,,,,,,,,,,,,,,,,,
WNT3,RYK,,,,,,,,,,,,,,,,,
WNT4,FZD2,,,,,,,,,,,,,,,,,
WNT4,FZD6,15265686,21541287,15265686,,,,,,,,,,,,,,
WNT5A,ADRB2,,,,,,,,,,,,,,,,,
WNT5A,FZD1,,,,,,,,,,,,,,,,,
WNT5A,FZD2,,,,,,,,,,,,,,,,,
WNT5A,FZD4,,,,,,,,,,,,,,,,,
WNT5A,FZD5,,,,,,,,,,,,,,,,,
WNT5A,FZD6,,,,,,,,,,,,,,,,,
WNT5A,FZD7,,,,,,,,,,,,,,,,,
WNT5A,FZD8,,,,,,,,,,,,,,,,,
WNT5A,LDLR,,,,,,,,,,,,,,,,,
WNT5A,LRP2,,,,,,,,,,,,,,,,,
WNT5A,LRP5,,,,,,,,,,,,,,,,,
WNT5A,MCAM,,,,,,,,,,,,,,,,,
WNT5A,ROR1,,,,,,,,,,,,,,,,,
WNT5A,ROR2,,,,,,,,,,,,,,,,,
WNT5A,RYK,,,,,,,,,,,,,,,,,
WNT7A,FZD10,,,,,,,,,,,,,,,,,
WNT7A,FZD5,,,,,,,,,,,,,,,,,
WNT7A,FZD9,,,,,,,,,,,,,,,,,
WNT7A,LRP6,,,,,,,,,,,,,,,,,
WNT7B,FZD1,,,,,,,,,,,,,,,,,
WNT7B,FZD10,,,,,,,,,,,,,,,,,
WNT7B,LRP5,,,,,,,,,,,,,,,,,
WNT8A,LRP5,,,,,,,,,,,,,,,,,
WNT8B,LRP5,,,,,,,,,,,,,,,,,
XCL1,XCR1,HPRD,10699158,,,,,,,,,,,,,,,
XCL2,XCR1,10699158,,,,,,,,,,,,,,,,
YARS,CXCR1,,,,,,,,,,,,,,,,,
ZG16B,CXCR4,,,,,,,,,,,,,,,,,
ZG16B,TLR2,,,,,,,,,,,,,,,,,
ZG16B,TLR4,,,,,,,,,,,,,,,,,
ZG16B,TLR5,,,,,,,,,,,,,,,,,
ZG16B,TLR6,,,,,,,,,,,,,,,,,
ZP3,EGFR,,,,,,,,,,,,,,,,,
ZP3,MERTK,,,,,,,,,,,,,,,,,
DEFB103B,CCR6,,,,,,,,,,,,,,,,,
DEFB103B,CCR2,,,,,,,,,,,,,,,,,
MTf,PLG,,,,,,,,,,,,,,,,,
FYN,SPN,,,,,,,,,,,,,,,,,
VCAM1,MSN,,,,,,,,,,,,,,,,,
VCAM1,EZR,,,,,,,,,,,,,,,,,
SHP1,CLEC12A,,,,,,,,,,,,,,,,,
TP53,TNFRSF10D,,,,,,,,,,,,,,,,,
ADAM10,NOTCH1,,,,,,,,,,,,,,,,,
ADAM10,EFNA3,,,,,,,,,,,,,,,,,
AGT,ENPEP,,,,,,,,,,,,,,,,,
LGALS8,ITGA3,,,,,,,,,,,,,,,,,
TIMP3,ADAM17,,,,,,,,,,,,,,,,,
SHP1,FCRL4,,,,,,,,,,,,,,,,,
SHP2,FCRL4,,,,,,,,,,,,,,,,,
TYROBP,TREM1,,,,,,,,,,,,,,,,,
ADA,DPP4,,,,,,,,,,,,,,,,,
FYN,THY1,,,,,,,,,,,,,,,,,
RAP,LRP1,,,,,,,,,,,,,,,,,
FADD,FAS,,,,,,,,,,,,,,,,,
SYK,FCGR2A,,,,,,,,,,,,,,,,,
SHH,GAS1,,,,,,,,,,,,,,,,,
LGALS1,ITGB1,,,,,,,,,,,,,,,,,
LGALS1,PTPRC,,,,,,,,,,,,,,,,,
SFTPD,SIRPA,,,,,,,,,,,,,,,,,
CD6,ALCAM,,,,,,,,,,,,,,,,,
CD59,CD2,,,,,,,,,,,,,,,,,
ST6GAL1,CD22,,,,,,,,,,,,,,,,,
BSG,SELE,,,,,,,,,,,,,,,,,
MICA,KLRK1,,,,,,,,,,,,,,,,,
MICB,KLRK1,,,,,,,,,,,,,,,,,
TIM-1,CD300LB,,,,,,,,,,,,,,,,,
BST2,LILRA4,,,,,,,,,,,,,,,,,
ITGB2,THY1,,,,,,,,,,,,,,,,,
SHP1,CD300LF,,,,,,,,,,,,,,,,,
CD48,CD244,,,,,,,,,,,,,,,,,
HLA-F,KIR3DL1,,,,,,,,,,,,,,,,,
CEACAM1,CD209,,,,,,,,,,,,,,,,,
PECAM1,CD38,,,,,,,,,,,,,,,,,
DLK1,NOTCH1,,,,,,,,,,,,,,,,,
DLL3,NOTCH1,,,,,,,,,,,,,,,,,
DLK1,NOTCH2,,,,,,,,,,,,,,,,,
DLL3,NOTCH2,,,,,,,,,,,,,,,,,
DLL4,NOTCH2,,,,,,,,,,,,,,,,,
DLK1,NOTCH3,,,,,,,,,,,,,,,,,
DLL3,NOTCH3,,,,,,,,,,,,,,,,,
DLL4,NOTCH3,,,,,,,,,,,,,,,,,
DLK1,NOTCH4,,,,,,,,,,,,,,,,,
DLL3,NOTCH4,,,,,,,,,,,,,,,,,
CD22,PTPRC,,,,,,,,,,,,,,,,,
MRC1,PTPRC,,,,,,,,,,,,,,,,,
PVR,NECTIN3,,,,,,,,,,,,,,,,,
NECTIN2,NECTIN3,,,,,,,,,,,,,,,,,
DSC2,DSG2,,,,,,,,,,,,,,,,,
DSC2,DSG1,,,,,,,,,,,,,,,,,
DSC1,DSG1,,,,,,,,,,,,,,,,,
DSC1,DSG2,,,,,,,,,,,,,,,,,
DSC3,DSG1,,,,,,,,,,,,,,,,,
DSC3,DSG2,,,,,,,,,,,,,,,,,
PVR,CD96,,,,,,,,,,,,,,,,,
NECTIN1,NECTIN3,,,,,,,,,,,,,,,,,
BY55,TNFRSF14,,,,,,,,,,,,,,,,,
LILRB4,LAIR1,,,,,,,,,,,,,,,,,
ICAM1,SPN,,,,,,,,,,,,,,,,,
CEACAM5,CEACAM1,,,,,,,,,,,,,,,,,
CEACAM6,CEACAM1,,,,,,,,,,,,,,,,,
CEACAM8,CEACAM1,,,,,,,,,,,,,,,,,
JAG1,CD46,,,,,,,,,,,,,,,,,
FCER2,CR2,,,,,,,,,,,,,,,,,
WNT5A,FZD3,,,,,,,,,,,,,,,,,
WNT2,FZD3,,,,,,,,,,,,,,,,,
CD99,PILRA,,,,,,,,,,,,,,,,,
CEACAM6,CEACAM8,,,,,,,,,,,,,,,,,
CEACAM5,CD8A,,,,,,,,,,,,,,,,,
CEACAM5,CD1D,,,,,,,,,,,,,,,,,
CD1D,LILRB2,,,,,,,,,,,,,,,,,
HLA-F,KIR3DL2,,,,,,,,,,,,,,,,,
CD274,CD80,,,,,,,,,,,,,,,,,
HLA-F,LILRB1,,,,,,,,,,,,,,,,,
HLA-F,LILRB2,,,,,,,,,,,,,,,,,
CD177,PECAM1,,,,,,,,,,,,,,,,,
KLRB1,CLEC2D,,,,,,,,,,,,,,,,,
CLEC2B,KLRF1,,,,,,,,,,,,,,,,,
CLEC2A,KLRF2,,,,,,,,,,,,,,,,,
HLAE,KLRK1,,,,,,,,,,,,,,,,,
INHBE,ACVR2B,,,,,,,,,,,,,,,,,
CD47,SIRPG,,,,,,,,,,,,,,,,,
WNT2,FZD4,,,,,,,,,,,,,,,,,
WNT7B,FZD4,,,,,,,,,,,,,,,,,
WNT2B,FZD4,,,,,,,,,,,,,,,,,
CCL18,CCR8,,,,,,,,,,,,,,,,,
CD52,SIGLEC10,,,,,,,,,,,,,,,,,
CD200,CD200R1,,,,,,,,,,,,,,,,,
